,player_id,position,Player Age,Player Height (cm),Matches Played,Average Minutes per Match,Average Goals per Match,Average Assists per Match,Average Shots per Match,Average Pass Success Rate (%),Average Aerial Duels Won per Match,Average Yellow Cards per Match,Average Red Cards per Match,Average Man of the Match per Match
2347,3386,Defender,27,193,226,86.23,0.02,0.03,0.4,79.2,2.6,0.13,0.0,0.02
3280,4659,Midfielder,23,180,75,30.45,0.03,0.04,0.8,82.0,0.3,0.01,0.0,0.01
654,953,Midfielder,30,180,358,74.24,0.08,0.08,1.2,81.0,0.5,0.15,0.01,0.04
829,1200,Midfielder,21,181,62,52.61,0.02,0.06,0.7,85.7,0.6,0.16,0.0,0.0
897,1320,Midfielder,25,178,78,69.63,0.12,0.09,0.5,89.1,0.3,0.1,0.0,0.0
419,607,Midfielder,26,173,117,65.46,0.05,0.1,0.6,85.7,0.3,0.3,0.01,0.01
1611,2342,Midfielder,26,182,224,59.94,0.04,0.06,0.6,83.0,1.4,0.14,0.0,0.03
2166,3150,Midfielder,30,186,58,57.62,0.09,0.0,0.9,80.8,1.3,0.12,0.02,0.02
2929,4201,Midfielder,28,189,162,74.7,0.08,0.05,0.8,85.0,1.4,0.22,0.01,0.02
1757,2566,Midfielder,21,185,65,57.77,0.09,0.12,0.9,75.2,0.5,0.12,0.02,0.05
3764,5311,Forward,28,188,146,54.38,0.21,0.04,1.5,69.4,1.4,0.1,0.01,0.03
181,257,Midfielder,31,176,172,80.33,0.2,0.23,1.6,80.8,0.4,0.17,0.01,0.09
1751,2559,Midfielder,25,186,169,61.36,0.05,0.07,0.8,79.7,0.5,0.05,0.0,0.02
1845,2711,Forward,26,185,167,54.25,0.24,0.03,1.1,75.4,1.0,0.04,0.0,0.02
1892,2769,Defender,28,187,278,80.69,0.05,0.02,0.5,86.5,2.3,0.12,0.0,0.01
2911,4171,Midfielder,27,188,97,67.33,0.08,0.12,1.0,84.9,1.4,0.24,0.02,0.01
2340,3377,Midfielder,26,170,56,75.61,0.04,0.18,0.8,84.1,0.2,0.07,0.0,0.02
1253,1850,Forward,26,186,131,54.73,0.21,0.05,1.9,73.2,1.7,0.1,0.0,0.05
3416,4840,Defender,23,189,81,71.94,0.01,0.04,0.2,75.1,1.3,0.23,0.01,0.01
1736,2532,Midfielder,28,189,279,72.73,0.09,0.1,1.1,78.5,3.4,0.21,0.01,0.12
312,445,Goalkeeper,29,194,172,88.73,0.0,0.0,0.0,65.6,0.2,0.05,0.01,0.02
1899,2779,Midfielder,31,180,382,73.48,0.27,0.31,3.4,75.0,0.3,0.13,0.0,0.16
3227,4597,Defender,33,185,68,84.82,0.0,0.06,0.7,76.6,2.7,0.22,0.04,0.07
3861,5441,Midfielder,34,185,254,67.08,0.09,0.13,1.1,85.9,1.2,0.19,0.02,0.05
1388,2058,Midfielder,28,181,68,58.47,0.03,0.1,1.0,75.9,0.7,0.19,0.01,0.0
1061,1566,Defender,23,186,71,73.42,0.03,0.03,0.4,88.4,1.7,0.08,0.01,0.04
1262,1861,Midfielder,29,170,211,50.85,0.05,0.04,0.8,83.5,0.4,0.19,0.0,0.02
2126,3092,Defender,26,181,191,77.66,0.02,0.04,0.3,79.2,1.0,0.16,0.0,0.02
2311,3339,Midfielder,33,188,355,80.78,0.06,0.1,0.8,79.3,2.7,0.2,0.01,0.05
3442,4879,Midfielder,23,175,92,60.76,0.15,0.14,1.6,62.5,0.4,0.11,0.0,0.03
2244,3245,Midfielder,32,176,217,61.47,0.12,0.18,1.1,74.3,0.4,0.12,0.01,0.04
918,1347,Goalkeeper,32,188,211,90.0,0.0,0.0,0.0,61.8,0.3,0.05,0.0,0.01
1019,1507,Forward,27,188,68,60.15,0.28,0.09,1.8,67.4,2.7,0.1,0.0,0.07
1963,2874,Defender,25,195,117,85.28,0.08,0.03,0.7,81.5,1.7,0.3,0.03,0.04
1927,2820,Defender,27,188,170,87.06,0.05,0.02,0.5,89.8,2.5,0.19,0.02,0.04
1409,2082,Defender,26,185,75,75.41,0.0,0.0,0.3,85.2,1.4,0.21,0.01,0.01
953,1403,Midfielder,24,181,55,36.44,0.02,0.05,0.5,85.6,0.3,0.11,0.0,0.02
1149,1697,Defender,37,183,198,82.92,0.02,0.04,0.6,77.6,1.8,0.21,0.03,0.09
2673,3843,Defender,24,188,137,80.5,0.04,0.03,0.5,76.0,2.4,0.24,0.01,0.02
3410,4832,Forward,23,191,125,58.3,0.3,0.04,1.9,65.4,1.9,0.04,0.0,0.05
2807,4029,Midfielder,22,178,60,59.12,0.07,0.05,1.1,84.2,0.5,0.15,0.0,0.02
1977,2895,Midfielder,23,179,121,77.68,0.13,0.13,1.4,81.9,0.5,0.17,0.0,0.05
1393,2063,Midfielder,29,180,173,69.96,0.15,0.09,1.5,85.3,0.5,0.12,0.01,0.04
250,348,Midfielder,30,177,487,62.09,0.04,0.07,0.7,90.5,0.2,0.14,0.0,0.03
1307,1929,Midfielder,27,175,291,75.16,0.01,0.06,0.6,80.7,0.6,0.18,0.0,0.02
3159,4509,Goalkeeper,35,199,198,89.3,0.0,0.0,0.0,63.5,0.2,0.08,0.0,0.03
1864,2736,Defender,24,176,188,77.97,0.03,0.14,0.7,86.7,0.8,0.15,0.0,0.01
1454,2140,Midfielder,26,185,163,69.01,0.12,0.07,1.4,79.8,1.0,0.17,0.0,0.03
253,356,Midfielder,26,183,167,60.68,0.07,0.09,0.7,85.5,0.6,0.12,0.01,0.04
1195,1764,Defender,30,194,115,88.16,0.03,0.05,0.5,81.6,2.6,0.27,0.02,0.03
3642,5155,Defender,30,183,90,81.39,0.04,0.03,0.5,79.1,1.8,0.26,0.0,0.0
1157,1707,Defender,27,191,72,80.46,0.06,0.0,0.5,85.1,1.9,0.14,0.01,0.04
704,1029,Midfielder,26,188,129,36.32,0.05,0.05,0.6,73.5,0.7,0.1,0.0,0.01
507,738,Defender,25,190,248,77.04,0.03,0.07,0.3,87.6,1.5,0.15,0.01,0.02
1194,1763,Midfielder,30,190,150,71.82,0.04,0.01,0.9,77.3,3.4,0.25,0.01,0.01
1647,2399,Midfielder,29,190,199,66.42,0.16,0.08,1.2,81.8,1.1,0.11,0.01,0.03
1446,2127,Defender,24,185,210,87.64,0.03,0.03,0.5,80.8,3.6,0.18,0.0,0.04
1532,2241,Defender,24,191,110,68.15,0.05,0.0,0.4,85.9,1.8,0.24,0.02,0.02
85,122,Forward,23,189,91,68.81,0.45,0.21,2.9,73.0,1.4,0.07,0.0,0.08
2492,3595,Defender,30,188,180,82.82,0.01,0.04,0.4,81.0,2.0,0.12,0.0,0.04
3195,4559,Midfielder,33,178,440,61.96,0.15,0.14,1.6,85.5,0.5,0.11,0.0,0.05
1727,2520,Defender,25,186,117,82.24,0.04,0.01,0.5,81.2,1.8,0.2,0.01,0.01
1558,2271,Forward,22,186,78,49.5,0.14,0.05,1.4,66.4,1.1,0.1,0.0,0.01
1352,2011,Defender,25,183,159,73.7,0.03,0.11,0.4,86.8,0.7,0.1,0.01,0.01
2146,3122,Defender,26,189,57,73.88,0.14,0.02,0.9,82.4,3.1,0.16,0.0,0.05
3866,5448,Forward,26,187,91,51.73,0.18,0.01,1.5,73.0,1.5,0.18,0.01,0.04
4,8,Midfielder,25,180,173,55.77,0.08,0.08,0.9,82.4,0.3,0.14,0.02,0.03
1745,2550,Forward,27,190,143,66.13,0.31,0.11,1.9,62.3,3.0,0.1,0.0,0.11
3237,4608,Forward,22,175,58,29.69,0.09,0.02,0.7,67.8,0.5,0.07,0.0,0.0
496,723,Midfielder,35,182,446,65.42,0.07,0.1,1.1,84.8,0.5,0.24,0.02,0.05
2885,4133,Defender,32,192,167,80.22,0.04,0.03,0.4,85.9,2.1,0.1,0.01,0.01
3476,4923,Defender,27,178,176,70.19,0.01,0.02,0.4,84.2,1.0,0.22,0.01,0.02
844,1228,Defender,23,187,86,70.71,0.01,0.01,0.4,81.8,1.2,0.17,0.02,0.01
1744,2548,Defender,27,189,121,69.85,0.07,0.02,0.5,80.1,2.5,0.21,0.01,0.02
1855,2724,Midfielder,29,188,101,65.4,0.09,0.12,1.1,83.5,0.4,0.13,0.0,0.03
1463,2156,Midfielder,31,183,88,73.51,0.12,0.18,1.4,73.1,1.9,0.07,0.0,0.11
3414,4838,Midfielder,31,169,267,68.01,0.08,0.09,1.0,85.1,0.3,0.19,0.01,0.04
582,848,Defender,35,187,132,80.52,0.15,0.07,0.6,81.6,2.0,0.3,0.05,0.1
2468,3566,Midfielder,28,170,161,72.75,0.17,0.2,2.1,78.0,0.5,0.2,0.01,0.16
2855,4086,Midfielder,29,178,89,56.54,0.17,0.04,1.2,73.5,0.4,0.08,0.0,0.02
612,884,Midfielder,29,175,51,68.51,0.04,0.08,0.9,81.4,0.2,0.14,0.0,0.0
305,437,Defender,22,188,52,79.13,0.02,0.02,0.3,87.7,2.0,0.25,0.02,0.0
1975,2893,Midfielder,28,177,96,80.49,0.11,0.1,1.3,83.8,0.7,0.18,0.01,0.06
2128,3095,Midfielder,23,175,100,43.01,0.08,0.07,0.7,79.7,0.1,0.14,0.0,0.01
1053,1555,Midfielder,23,183,98,66.94,0.04,0.08,0.5,86.3,0.9,0.08,0.0,0.0
89,133,Midfielder,27,173,148,61.45,0.05,0.09,0.8,88.5,0.5,0.08,0.01,0.06
2840,4069,Midfielder,28,184,126,49.65,0.13,0.07,1.2,73.3,0.3,0.07,0.0,0.03
1290,1906,Forward,22,178,51,54.75,0.41,0.04,2.1,71.3,0.4,0.12,0.02,0.08
1457,2145,Defender,27,190,88,85.41,0.08,0.05,0.5,81.2,2.9,0.2,0.0,0.02
2523,3633,Midfielder,25,182,52,46.29,0.12,0.08,0.9,69.9,0.3,0.08,0.0,0.0
1923,2812,Defender,26,194,175,86.4,0.03,0.05,0.4,65.6,5.2,0.21,0.01,0.05
2025,2949,Midfielder,30,174,146,57.32,0.11,0.08,1.0,79.6,0.5,0.1,0.0,0.03
892,1313,Midfielder,23,175,145,48.48,0.07,0.08,0.8,80.5,0.2,0.15,0.0,0.01
1700,2468,Midfielder,35,174,477,75.3,0.04,0.04,0.8,87.1,0.8,0.18,0.01,0.04
1189,1758,Defender,29,185,93,50.35,0.03,0.02,0.3,79.5,1.1,0.13,0.0,0.02
763,1110,Goalkeeper,39,190,223,89.7,0.0,0.0,0.0,54.0,0.1,0.06,0.0,0.06
951,1400,Defender,30,187,205,73.8,0.01,0.0,0.2,84.9,1.5,0.21,0.02,0.03
628,907,Midfielder,27,185,270,75.1,0.05,0.03,0.9,79.0,1.9,0.14,0.01,0.02
25,35,Forward,22,184,101,29.41,0.13,0.07,1.0,69.3,1.0,0.05,0.0,0.02
1239,1828,Midfielder,23,186,72,39.24,0.1,0.06,0.9,76.7,0.4,0.1,0.0,0.01
61,84,Defender,31,188,265,83.29,0.02,0.0,0.4,84.4,1.9,0.2,0.01,0.03
1597,2321,Midfielder,36,181,346,69.96,0.09,0.1,1.2,79.8,0.9,0.15,0.0,0.02
1451,2135,Forward,25,191,144,46.39,0.19,0.1,1.4,58.0,1.8,0.08,0.0,0.03
3420,4845,Midfielder,29,176,336,63.91,0.15,0.13,1.2,80.7,0.6,0.17,0.02,0.07
787,1136,Forward,24,189,57,50.07,0.26,0.02,1.3,76.3,0.8,0.07,0.0,0.02
1626,2367,Forward,24,185,53,73.58,0.17,0.06,3.0,66.9,2.4,0.08,0.02,0.02
993,1469,Midfielder,24,184,88,48.2,0.06,0.06,1.1,79.8,0.2,0.08,0.0,0.0
1331,1972,Midfielder,22,190,187,61.73,0.06,0.09,1.0,85.8,0.8,0.07,0.01,0.03
3634,5146,Midfielder,27,180,111,65.34,0.08,0.15,1.2,84.5,0.3,0.18,0.0,0.05
1834,2689,Defender,27,184,100,68.31,0.02,0.0,0.1,81.8,1.3,0.14,0.02,0.0
2102,3055,Goalkeeper,30,194,156,90.2,0.0,0.01,0.0,57.2,0.2,0.06,0.0,0.07
469,686,Defender,24,178,124,63.18,0.04,0.14,0.5,82.9,0.6,0.18,0.01,0.02
2593,3736,Defender,32,194,92,85.23,0.08,0.03,0.8,72.0,3.4,0.15,0.03,0.09
1940,2841,Midfielder,26,172,172,48.46,0.04,0.09,0.8,82.8,0.3,0.13,0.02,0.03
1367,2034,Defender,27,175,130,69.36,0.0,0.04,0.3,77.6,1.1,0.12,0.01,0.0
3782,5332,Midfielder,26,179,61,66.95,0.21,0.16,2.2,82.3,0.3,0.21,0.0,0.07
920,1350,Midfielder,26,179,216,67.31,0.07,0.06,1.0,84.0,1.1,0.22,0.0,0.04
313,447,Midfielder,28,188,295,63.61,0.07,0.04,0.7,73.3,3.0,0.19,0.01,0.04
1685,2445,Midfielder,23,170,61,72.41,0.15,0.2,1.7,83.4,0.2,0.03,0.0,0.05
1502,2206,Defender,32,184,53,76.0,0.0,0.04,0.2,89.3,1.3,0.17,0.0,0.0
2346,3385,Midfielder,34,186,351,66.48,0.11,0.13,1.4,76.0,0.8,0.08,0.0,0.01
1136,1681,Midfielder,29,183,276,76.96,0.03,0.03,0.9,82.4,1.7,0.12,0.0,0.03
1241,1831,Midfielder,26,173,180,64.74,0.31,0.18,1.9,71.2,0.5,0.08,0.01,0.1
3749,5294,Midfielder,26,173,54,73.65,0.24,0.11,1.3,86.3,0.1,0.04,0.02,0.07
1043,1542,Goalkeeper,28,193,92,88.51,0.0,0.0,0.0,59.2,0.2,0.05,0.0,0.02
3648,5161,Defender,28,187,96,82.06,0.01,0.03,0.4,80.3,2.0,0.16,0.0,0.04
23,32,Goalkeeper,25,194,78,89.71,0.0,0.01,0.0,68.6,0.2,0.04,0.0,0.1
262,374,Defender,23,193,82,81.52,0.05,0.05,0.4,89.2,1.3,0.18,0.0,0.02
2420,3499,Midfielder,31,179,158,73.51,0.07,0.03,1.1,83.3,0.6,0.15,0.0,0.01
2284,3303,Defender,28,181,94,78.87,0.02,0.02,0.3,85.5,1.8,0.12,0.03,0.01
3798,5352,Defender,25,180,82,70.1,0.04,0.06,0.5,84.0,1.0,0.09,0.0,0.01
1634,2379,Midfielder,28,183,215,67.64,0.03,0.04,0.6,82.5,0.9,0.16,0.0,0.01
1712,2490,Goalkeeper,27,190,197,88.84,0.0,0.0,0.0,81.6,0.2,0.01,0.01,0.04
3792,5345,Defender,32,185,111,82.13,0.01,0.04,0.3,82.3,1.7,0.23,0.0,0.01
376,529,Defender,24,188,92,73.15,0.0,0.01,0.2,85.3,1.0,0.14,0.0,0.01
1961,2871,Defender,26,200,134,86.76,0.04,0.04,0.6,74.8,4.7,0.12,0.01,0.11
1732,2527,Midfielder,25,178,294,77.26,0.17,0.17,1.7,84.6,0.4,0.07,0.0,0.12
3779,5328,Goalkeeper,30,185,132,90.11,0.0,0.0,0.0,67.3,0.4,0.08,0.02,0.08
3076,4399,Forward,30,186,57,45.28,0.23,0.04,1.2,69.2,1.6,0.02,0.0,0.02
1109,1639,Midfielder,23,192,159,60.35,0.06,0.05,0.8,87.2,0.6,0.13,0.0,0.02
361,508,Forward,28,184,76,37.66,0.08,0.05,1.1,66.1,1.4,0.13,0.01,0.03
567,828,Goalkeeper,30,196,59,89.29,0.0,0.0,0.0,64.1,0.2,0.05,0.0,0.03
928,1363,Midfielder,22,184,168,64.92,0.17,0.22,1.5,81.1,0.5,0.05,0.0,0.09
3173,4525,Midfielder,22,173,77,61.65,0.42,0.08,2.2,74.9,0.5,0.05,0.0,0.06
3196,4560,Midfielder,30,168,198,69.3,0.0,0.02,0.4,86.5,0.5,0.18,0.0,0.01
3085,4412,Midfielder,34,180,240,81.94,0.15,0.1,1.6,84.3,0.6,0.2,0.02,0.05
3019,4331,Defender,30,182,151,87.66,0.12,0.05,0.7,76.8,3.8,0.06,0.01,0.09
962,1422,Midfielder,22,185,82,64.68,0.0,0.01,0.4,85.0,1.1,0.24,0.01,0.01
3836,5409,Midfielder,27,166,122,34.76,0.06,0.07,0.9,81.2,0.0,0.05,0.0,0.02
1842,2704,Midfielder,21,177,70,42.01,0.1,0.06,0.8,71.6,0.4,0.07,0.0,0.03
902,1326,Forward,24,182,164,56.05,0.16,0.09,1.1,80.6,0.5,0.11,0.0,0.02
317,453,Midfielder,25,186,70,38.34,0.03,0.01,0.4,77.0,0.2,0.1,0.0,0.0
2209,3202,Midfielder,21,174,65,44.98,0.11,0.09,0.6,85.4,0.1,0.05,0.0,0.05
2097,3049,Defender,24,186,195,83.82,0.05,0.03,0.5,83.5,2.6,0.17,0.01,0.03
21,30,Midfielder,20,179,75,66.41,0.11,0.05,1.0,83.9,0.5,0.15,0.0,0.03
2882,4130,Midfielder,30,173,181,61.2,0.12,0.09,1.3,72.9,0.6,0.09,0.01,0.02
1847,2714,Defender,21,179,123,66.85,0.08,0.07,0.4,87.7,0.6,0.08,0.02,0.02
3803,5362,Goalkeeper,35,191,154,88.65,0.0,0.01,0.0,48.3,0.1,0.1,0.01,0.02
1003,1484,Midfielder,31,184,306,65.75,0.05,0.02,0.8,87.2,0.8,0.17,0.02,0.03
2890,4142,Defender,21,185,73,82.58,0.07,0.03,0.5,80.7,2.3,0.23,0.01,0.1
1197,1766,Midfielder,22,177,78,69.56,0.08,0.09,0.8,81.7,0.5,0.13,0.0,0.05
2994,4293,Midfielder,31,188,254,74.15,0.15,0.07,1.7,85.0,1.2,0.25,0.01,0.05
1768,2586,Midfielder,24,182,62,40.06,0.1,0.03,0.9,77.0,0.3,0.02,0.0,0.0
3086,4413,Defender,26,187,85,74.36,0.07,0.01,0.5,80.5,2.3,0.19,0.0,0.01
2788,4004,Midfielder,25,178,141,66.11,0.01,0.07,0.4,88.0,0.2,0.09,0.0,0.01
1683,2442,Defender,34,177,106,83.94,0.06,0.06,0.7,81.5,1.5,0.07,0.0,0.02
3582,5063,Midfielder,27,175,72,34.99,0.04,0.04,1.0,85.1,0.1,0.04,0.0,0.0
533,782,Goalkeeper,34,189,430,89.82,0.0,0.0,0.0,67.7,0.3,0.04,0.0,0.03
1403,2075,Midfielder,27,186,143,64.52,0.04,0.01,0.7,82.2,1.7,0.24,0.01,0.03
2996,4298,Defender,31,183,130,77.54,0.02,0.0,0.3,83.0,2.4,0.24,0.02,0.01
439,635,Forward,30,197,192,71.41,0.29,0.1,1.7,70.3,4.1,0.17,0.01,0.1
41,57,Defender,28,189,193,82.03,0.08,0.01,0.4,85.5,1.9,0.13,0.0,0.02
3370,4770,Forward,28,190,156,41.08,0.19,0.08,1.3,60.9,2.3,0.08,0.0,0.04
835,1209,Midfielder,32,176,609,77.72,0.07,0.16,0.8,85.2,0.5,0.16,0.0,0.04
3760,5306,Defender,31,184,67,68.39,0.03,0.01,0.3,75.6,1.1,0.28,0.01,0.01
2545,3664,Defender,26,194,98,82.45,0.07,0.04,0.3,85.6,1.6,0.24,0.04,0.03
445,645,Defender,29,181,153,83.59,0.05,0.01,0.5,82.6,2.6,0.16,0.01,0.04
65,92,Forward,30,190,320,74.7,0.44,0.16,2.2,66.8,4.7,0.08,0.0,0.13
1319,1952,Midfielder,27,173,114,73.84,0.04,0.03,1.0,87.4,0.5,0.32,0.02,0.02
1808,2649,Goalkeeper,27,186,62,84.34,0.0,0.0,0.0,61.2,0.2,0.02,0.03,0.02
2557,3685,Defender,36,189,285,80.32,0.04,0.04,0.5,82.1,2.3,0.09,0.0,0.01
891,1312,Defender,33,190,110,76.29,0.06,0.01,0.5,82.9,2.0,0.21,0.0,0.03
3164,4516,Defender,27,185,60,64.27,0.02,0.02,0.3,83.4,1.3,0.05,0.0,0.0
3797,5351,Midfielder,25,178,93,67.57,0.01,0.0,0.6,81.0,0.7,0.16,0.0,0.0
1243,1834,Defender,22,187,52,69.0,0.04,0.06,0.4,87.3,1.8,0.1,0.0,0.02
3504,4955,Midfielder,29,176,120,60.96,0.04,0.07,0.6,88.4,0.4,0.13,0.01,0.02
1170,1725,Midfielder,23,195,155,63.11,0.06,0.02,0.8,83.7,1.4,0.17,0.01,0.03
3201,4567,Forward,26,185,121,54.68,0.13,0.02,1.3,67.7,1.5,0.09,0.0,0.03
2143,3117,Midfielder,24,183,75,47.24,0.07,0.03,1.1,78.8,0.5,0.08,0.0,0.01
1992,2914,Defender,27,183,121,72.93,0.03,0.16,0.8,77.8,0.9,0.06,0.0,0.05
2591,3734,Midfielder,31,178,106,76.42,0.2,0.13,1.5,78.9,0.6,0.15,0.0,0.08
2858,4089,Midfielder,23,195,97,62.51,0.08,0.03,0.9,77.3,0.8,0.16,0.01,0.04
3055,4376,Defender,27,190,232,84.7,0.01,0.04,0.3,74.8,3.9,0.06,0.0,0.04
2320,3352,Goalkeeper,31,195,83,89.07,0.0,0.0,0.0,60.8,0.3,0.12,0.0,0.02
3458,4898,Midfielder,25,170,83,70.59,0.08,0.11,1.1,83.6,0.1,0.13,0.01,0.04
1408,2081,Defender,25,186,81,78.98,0.07,0.0,0.4,83.8,2.1,0.17,0.06,0.01
325,465,Forward,24,201,65,53.92,0.22,0.08,1.4,58.7,2.1,0.17,0.0,0.0
1680,2439,Goalkeeper,23,189,80,90.0,0.0,0.0,0.0,73.4,0.2,0.02,0.0,0.04
2063,3003,Defender,28,183,57,69.21,0.02,0.04,0.4,76.8,1.4,0.04,0.02,0.0
1445,2126,Goalkeeper,26,198,132,89.36,0.0,0.0,0.0,73.7,0.4,0.08,0.01,0.05
3140,4482,Goalkeeper,30,187,103,89.05,0.0,0.0,0.0,60.6,0.2,0.03,0.0,0.01
1559,2272,Forward,23,196,96,25.81,0.11,0.01,0.6,64.9,0.7,0.16,0.01,0.02
1614,2346,Midfielder,25,190,117,74.74,0.05,0.04,0.8,72.2,1.9,0.12,0.0,0.02
309,442,Defender,26,184,105,78.43,0.03,0.01,0.7,77.6,2.0,0.24,0.0,0.02
3483,4930,Defender,30,184,124,73.15,0.02,0.01,0.4,87.5,1.3,0.17,0.02,0.02
3378,4784,Midfielder,27,180,104,82.16,0.06,0.12,1.0,81.6,1.5,0.24,0.01,0.04
949,1398,Midfielder,25,189,141,55.05,0.04,0.04,0.8,84.5,1.0,0.19,0.04,0.02
1957,2866,Midfielder,31,185,85,52.09,0.15,0.05,1.2,75.7,0.7,0.09,0.0,0.02
2223,3218,Midfielder,33,182,197,58.18,0.2,0.07,1.7,79.8,0.8,0.15,0.0,0.06
3087,4414,Midfielder,29,175,159,44.42,0.06,0.09,0.8,72.5,0.7,0.16,0.01,0.01
231,316,Forward,35,190,119,53.37,0.27,0.1,2.1,68.9,2.4,0.04,0.0,0.09
2672,3841,Goalkeeper,26,185,95,89.44,0.0,0.0,0.0,61.2,0.4,0.03,0.0,0.04
2662,3828,Forward,24,183,76,42.08,0.13,0.04,0.8,67.2,1.3,0.03,0.0,0.0
1079,1591,Midfielder,28,188,64,47.58,0.05,0.03,0.8,71.2,0.9,0.08,0.0,0.0
3365,4763,Defender,29,187,73,78.88,0.05,0.0,0.3,86.2,2.2,0.18,0.03,0.0
1966,2877,Midfielder,22,178,72,68.39,0.24,0.14,1.6,81.3,0.2,0.04,0.0,0.12
95,143,Goalkeeper,34,191,330,89.18,0.0,0.0,0.0,71.1,0.2,0.01,0.0,0.02
307,440,Midfielder,35,186,366,76.14,0.04,0.07,0.8,83.2,0.8,0.19,0.01,0.07
774,1121,Midfielder,30,184,66,71.77,0.06,0.06,1.1,81.0,1.3,0.18,0.0,0.03
3755,5301,Goalkeeper,38,188,248,89.77,0.0,0.0,0.0,73.0,0.3,0.07,0.0,0.04
399,566,Goalkeeper,27,188,158,89.32,0.0,0.01,0.0,50.0,0.4,0.07,0.0,0.03
3611,5113,Midfielder,28,180,109,44.74,0.1,0.04,1.1,68.8,0.3,0.04,0.01,0.02
1931,2827,Defender,29,191,115,76.61,0.06,0.03,0.6,81.4,2.1,0.16,0.01,0.02
3301,4684,Defender,32,185,177,81.23,0.03,0.01,0.3,82.4,1.9,0.18,0.0,0.0
9,15,Midfielder,21,176,75,50.92,0.09,0.01,1.1,84.8,0.1,0.09,0.0,0.01
1761,2572,Goalkeeper,30,190,106,87.29,0.0,0.01,0.0,71.4,0.3,0.02,0.03,0.05
3431,4860,Forward,30,193,248,66.54,0.42,0.06,2.3,68.9,2.5,0.07,0.0,0.08
1832,2685,Midfielder,28,179,266,53.01,0.05,0.07,0.7,87.8,0.3,0.14,0.01,0.03
859,1249,Goalkeeper,25,199,56,90.0,0.0,0.0,0.0,82.2,0.3,0.05,0.0,0.07
482,702,Midfielder,26,177,78,51.81,0.17,0.06,1.1,83.1,0.3,0.12,0.01,0.04
2367,3418,Defender,27,193,170,82.74,0.01,0.01,0.4,88.3,2.8,0.12,0.01,0.03
1585,2308,Defender,25,180,54,66.31,0.02,0.06,0.1,74.8,0.7,0.13,0.0,0.04
3273,4651,Midfielder,21,174,54,35.44,0.13,0.06,1.1,78.2,0.2,0.06,0.02,0.02
1566,2281,Forward,37,181,207,76.25,0.33,0.12,1.8,76.7,0.6,0.05,0.0,0.04
3001,4304,Midfielder,31,185,123,56.66,0.02,0.09,0.6,85.5,0.5,0.15,0.01,0.01
3596,5087,Midfielder,25,181,136,55.61,0.07,0.06,1.0,82.6,0.4,0.14,0.01,0.04
1132,1676,Defender,24,182,154,75.56,0.05,0.01,0.7,77.6,4.2,0.21,0.02,0.03
662,970,Defender,25,185,87,69.61,0.06,0.01,0.4,88.4,2.0,0.23,0.0,0.0
3183,4540,Goalkeeper,34,198,233,89.05,0.0,0.0,0.0,60.8,0.2,0.04,0.0,0.03
495,722,Midfielder,31,191,220,62.32,0.05,0.04,0.6,79.7,1.6,0.18,0.01,0.01
3100,4431,Defender,29,201,65,83.82,0.09,0.03,0.7,74.0,3.7,0.35,0.05,0.08
2360,3404,Midfielder,23,178,133,61.63,0.0,0.03,0.5,80.1,0.6,0.08,0.0,0.01
2654,3817,Defender,29,180,123,82.72,0.04,0.03,0.3,81.9,1.9,0.26,0.03,0.0
306,438,Forward,24,178,110,53.9,0.25,0.07,1.9,70.3,1.1,0.09,0.01,0.06
894,1315,Midfielder,26,178,129,71.19,0.21,0.22,1.3,79.3,0.5,0.02,0.0,0.04
1172,1728,Defender,27,183,227,85.63,0.04,0.01,0.4,87.5,1.7,0.12,0.01,0.0
3829,5401,Midfielder,23,179,53,34.51,0.08,0.09,0.8,83.0,0.2,0.09,0.0,0.0
3583,5067,Defender,27,194,124,80.27,0.04,0.02,0.6,85.5,2.2,0.13,0.02,0.01
1007,1490,Defender,34,188,357,85.9,0.08,0.02,0.7,75.8,3.1,0.18,0.01,0.04
1635,2381,Defender,24,181,74,75.68,0.0,0.0,0.1,87.5,0.6,0.05,0.0,0.0
919,1349,Defender,33,195,238,85.27,0.06,0.03,0.5,80.7,2.9,0.08,0.02,0.09
3439,4871,Defender,26,191,126,81.23,0.02,0.01,0.5,80.7,3.2,0.23,0.02,0.02
2031,2958,Midfielder,22,188,81,53.73,0.15,0.05,1.1,76.3,0.5,0.15,0.0,0.04
296,425,Forward,24,188,131,52.23,0.15,0.02,1.9,70.8,0.9,0.15,0.0,0.04
3189,4547,Goalkeeper,31,187,110,88.23,0.0,0.0,0.0,49.8,0.2,0.05,0.02,0.05
3721,5256,Forward,22,178,58,42.53,0.07,0.07,0.7,74.9,0.9,0.03,0.0,0.0
771,1118,Defender,38,188,126,75.28,0.03,0.02,0.4,74.5,1.5,0.12,0.02,0.02
1677,2434,Midfielder,29,177,60,46.07,0.02,0.02,0.5,81.6,0.6,0.28,0.0,0.02
3575,5054,Defender,30,182,191,77.21,0.03,0.02,0.3,80.3,1.9,0.15,0.02,0.02
1199,1769,Defender,25,182,52,75.31,0.02,0.12,0.2,79.8,0.7,0.1,0.0,0.0
2491,3594,Midfielder,29,189,99,68.85,0.21,0.08,1.6,78.5,1.2,0.1,0.0,0.05
881,1290,Midfielder,28,187,81,69.9,0.14,0.06,1.0,72.2,1.8,0.19,0.01,0.02
